week,staff_id,staff_name,role,service,present
41,STF-61961d5b,Christine Wright,nurse,ICU,1
42,STF-61961d5b,Christine Wright,nurse,ICU,0
43,STF-61961d5b,Christine Wright,nurse,ICU,1
44,STF-61961d5b,Christine Wright,nurse,ICU,1
45,STF-61961d5b,Christine Wright,nurse,ICU,0
46,STF-61961d5b,Christine Wright,nurse,ICU,1
47,STF-61961d5b,Christine Wright,nurse,ICU,1
48,STF-61961d5b,Christine Wright,nurse,ICU,0
49,STF-61961d5b,Christine Wright,nurse,ICU,1
50,STF-61961d5b,Christine Wright,nurse,ICU,1
51,STF-61961d5b,Christine Wright,nurse,ICU,0
52,STF-61961d5b,Christine Wright,nurse,ICU,1
1,STF-ea97e797,Richard Henson,nurse,ICU,1
2,STF-ea97e797,Richard Henson,nurse,ICU,1
3,STF-ea97e797,Richard Henson,nurse,ICU,0
4,STF-ea97e797,Richard Henson,nurse,ICU,1
5,STF-ea97e797,Richard Henson,nurse,ICU,1
6,STF-ea97e797,Richard Henson,nurse,ICU,0
7,STF-ea97e797,Richard Henson,nurse,ICU,1
8,STF-ea97e797,Richard Henson,nurse,ICU,1
9,STF-ea97e797,Richard Henson,nurse,ICU,0
10,STF-ea97e797,Richard Henson,nurse,ICU,1
11,STF-ea97e797,Richard Henson,nurse,ICU,1
12,STF-ea97e797,Richard Henson,nurse,ICU,0
13,STF-ea97e797,Richard Henson,nurse,ICU,0
14,STF-ea97e797,Richard Henson,nurse,ICU,1
15,STF-ea97e797,Richard Henson,nurse,ICU,0
16,STF-ea97e797,Richard Henson,nurse,ICU,0
17,STF-ea97e797,Richard Henson,nurse,ICU,1
18,STF-ea97e797,Richard Henson,nurse,ICU,0
19,STF-ea97e797,Richard Henson,nurse,ICU,1
20,STF-ea97e797,Richard Henson,nurse,ICU,0
21,STF-ea97e797,Richard Henson,nurse,ICU,0
22,STF-ea97e797,Richard Henson,nurse,ICU,1
23,STF-ea97e797,Richard Henson,nurse,ICU,1
24,STF-ea97e797,Richard Henson,nurse,ICU,0
25,STF-ea97e797,Richard Henson,nurse,ICU,1
26,STF-ea97e797,Richard Henson,nurse,ICU,1
27,STF-ea97e797,Richard Henson,nurse,ICU,0
28,STF-ea97e797,Richard Henson,nurse,ICU,1
29,STF-ea97e797,Richard Henson,nurse,ICU,1
30,STF-ea97e797,Richard Henson,nurse,ICU,0
31,STF-ea97e797,Richard Henson,nurse,ICU,1
32,STF-ea97e797,Richard Henson,nurse,ICU,1
33,STF-ea97e797,Richard Henson,nurse,ICU,0
34,STF-ea97e797,Richard Henson,nurse,ICU,1
35,STF-ea97e797,Richard Henson,nurse,ICU,1
36,STF-ea97e797,Richard Henson,nurse,ICU,0
37,STF-ea97e797,Richard Henson,nurse,ICU,1
38,STF-ea97e797,Richard Henson,nurse,ICU,1
39,STF-ea97e797,Richard Henson,nurse,ICU,0
40,STF-ea97e797,Richard Henson,nurse,ICU,1
41,STF-ea97e797,Richard Henson,nurse,ICU,1
42,STF-ea97e797,Richard Henson,nurse,ICU,0
43,STF-ea97e797,Richard Henson,nurse,ICU,1
44,STF-ea97e797,Richard Henson,nurse,ICU,1
45,STF-ea97e797,Richard Henson,nurse,ICU,0
46,STF-ea97e797,Richard Henson,nurse,ICU,1
47,STF-ea97e797,Richard Henson,nurse,ICU,1
48,STF-ea97e797,Richard Henson,nurse,ICU,0
49,STF-ea97e797,Richard Henson,nurse,ICU,1
50,STF-ea97e797,Richard Henson,nurse,ICU,1
51,STF-ea97e797,Richard Henson,nurse,ICU,0
52,STF-ea97e797,Richard Henson,nurse,ICU,1
1,STF-e9bd9766,Marc Moore,nurse,ICU,1
2,STF-e9bd9766,Marc Moore,nurse,ICU,1
3,STF-e9bd9766,Marc Moore,nurse,ICU,0
4,STF-e9bd9766,Marc Moore,nurse,ICU,1
5,STF-e9bd9766,Marc Moore,nurse,ICU,1
6,STF-e9bd9766,Marc Moore,nurse,ICU,0
7,STF-e9bd9766,Marc Moore,nurse,ICU,1
8,STF-e9bd9766,Marc Moore,nurse,ICU,1
9,STF-e9bd9766,Marc Moore,nurse,ICU,0
10,STF-e9bd9766,Marc Moore,nurse,ICU,1
11,STF-e9bd9766,Marc Moore,nurse,ICU,1
12,STF-e9bd9766,Marc Moore,nurse,ICU,0
13,STF-e9bd9766,Marc Moore,nurse,ICU,1
14,STF-e9bd9766,Marc Moore,nurse,ICU,1
15,STF-e9bd9766,Marc Moore,nurse,ICU,0
16,STF-e9bd9766,Marc Moore,nurse,ICU,1
17,STF-e9bd9766,Marc Moore,nurse,ICU,1
18,STF-e9bd9766,Marc Moore,nurse,ICU,0
19,STF-e9bd9766,Marc Moore,nurse,ICU,1
20,STF-e9bd9766,Marc Moore,nurse,ICU,1
21,STF-e9bd9766,Marc Moore,nurse,ICU,0
22,STF-e9bd9766,Marc Moore,nurse,ICU,1
23,STF-e9bd9766,Marc Moore,nurse,ICU,1
24,STF-e9bd9766,Marc Moore,nurse,ICU,0
25,STF-e9bd9766,Marc Moore,nurse,ICU,1
26,STF-e9bd9766,Marc Moore,nurse,ICU,1
27,STF-e9bd9766,Marc Moore,nurse,ICU,0
28,STF-e9bd9766,Marc Moore,nurse,ICU,1
29,STF-e9bd9766,Marc Moore,nurse,ICU,0
30,STF-e9bd9766,Marc Moore,nurse,ICU,0
31,STF-e9bd9766,Marc Moore,nurse,ICU,1
32,STF-e9bd9766,Marc Moore,nurse,ICU,1
33,STF-e9bd9766,Marc Moore,nurse,ICU,0
34,STF-e9bd9766,Marc Moore,nurse,ICU,1
35,STF-e9bd9766,Marc Moore,nurse,ICU,1
36,STF-e9bd9766,Marc Moore,nurse,ICU,0
37,STF-e9bd9766,Marc Moore,nurse,ICU,1
38,STF-e9bd9766,Marc Moore,nurse,ICU,1
39,STF-e9bd9766,Marc Moore,nurse,ICU,0
40,STF-e9bd9766,Marc Moore,nurse,ICU,1
41,STF-e9bd9766,Marc Moore,nurse,ICU,1
42,STF-e9bd9766,Marc Moore,nurse,ICU,0
43,STF-e9bd9766,Marc Moore,nurse,ICU,1
44,STF-e9bd9766,Marc Moore,nurse,ICU,1
45,STF-e9bd9766,Marc Moore,nurse,ICU,0
46,STF-e9bd9766,Marc Moore,nurse,ICU,1
47,STF-e9bd9766,Marc Moore,nurse,ICU,1
48,STF-e9bd9766,Marc Moore,nurse,ICU,0
49,STF-e9bd9766,Marc Moore,nurse,ICU,1
50,STF-e9bd9766,Marc Moore,nurse,ICU,0
51,STF-e9bd9766,Marc Moore,nurse,ICU,0
52,STF-e9bd9766,Marc Moore,nurse,ICU,1
1,STF-1511492d,Sharon Cherry,nurse,ICU,1
2,STF-1511492d,Sharon Cherry,nurse,ICU,1
3,STF-1511492d,Sharon Cherry,nurse,ICU,0
4,STF-1511492d,Sharon Cherry,nurse,ICU,1
5,STF-1511492d,Sharon Cherry,nurse,ICU,1
6,STF-1511492d,Sharon Cherry,nurse,ICU,0
7,STF-1511492d,Sharon Cherry,nurse,ICU,1
8,STF-1511492d,Sharon Cherry,nurse,ICU,1
9,STF-1511492d,Sharon Cherry,nurse,ICU,0
10,STF-1511492d,Sharon Cherry,nurse,ICU,1
11,STF-1511492d,Sharon Cherry,nurse,ICU,1
12,STF-1511492d,Sharon Cherry,nurse,ICU,0
13,STF-1511492d,Sharon Cherry,nurse,ICU,1
14,STF-1511492d,Sharon Cherry,nurse,ICU,1
15,STF-1511492d,Sharon Cherry,nurse,ICU,0
16,STF-1511492d,Sharon Cherry,nurse,ICU,0
17,STF-1511492d,Sharon Cherry,nurse,ICU,1
18,STF-1511492d,Sharon Cherry,nurse,ICU,0
19,STF-1511492d,Sharon Cherry,nurse,ICU,1
20,STF-1511492d,Sharon Cherry,nurse,ICU,1
21,STF-1511492d,Sharon Cherry,nurse,ICU,0
22,STF-1511492d,Sharon Cherry,nurse,ICU,1
23,STF-1511492d,Sharon Cherry,nurse,ICU,1
24,STF-1511492d,Sharon Cherry,nurse,ICU,0
25,STF-1511492d,Sharon Cherry,nurse,ICU,1
26,STF-1511492d,Sharon Cherry,nurse,ICU,1
27,STF-1511492d,Sharon Cherry,nurse,ICU,0
28,STF-1511492d,Sharon Cherry,nurse,ICU,1
29,STF-1511492d,Sharon Cherry,nurse,ICU,1
30,STF-1511492d,Sharon Cherry,nurse,ICU,0
31,STF-1511492d,Sharon Cherry,nurse,ICU,1
32,STF-1511492d,Sharon Cherry,nurse,ICU,0
33,STF-1511492d,Sharon Cherry,nurse,ICU,0
34,STF-1511492d,Sharon Cherry,nurse,ICU,1
35,STF-1511492d,Sharon Cherry,nurse,ICU,1
36,STF-1511492d,Sharon Cherry,nurse,ICU,0
37,STF-1511492d,Sharon Cherry,nurse,ICU,1
38,STF-1511492d,Sharon Cherry,nurse,ICU,1
39,STF-1511492d,Sharon Cherry,nurse,ICU,0
40,STF-1511492d,Sharon Cherry,nurse,ICU,1
41,STF-1511492d,Sharon Cherry,nurse,ICU,1
42,STF-1511492d,Sharon Cherry,nurse,ICU,0
43,STF-1511492d,Sharon Cherry,nurse,ICU,1
44,STF-1511492d,Sharon Cherry,nurse,ICU,1
45,STF-1511492d,Sharon Cherry,nurse,ICU,0
46,STF-1511492d,Sharon Cherry,nurse,ICU,1
47,STF-1511492d,Sharon Cherry,nurse,ICU,1
48,STF-1511492d,Sharon Cherry,nurse,ICU,0
49,STF-1511492d,Sharon Cherry,nurse,ICU,1
50,STF-1511492d,Sharon Cherry,nurse,ICU,1
51,STF-1511492d,Sharon Cherry,nurse,ICU,0
52,STF-1511492d,Sharon Cherry,nurse,ICU,1
1,STF-15db5d87,Sierra Johnson,nurse,ICU,1
2,STF-15db5d87,Sierra Johnson,nurse,ICU,0
3,STF-15db5d87,Sierra Johnson,nurse,ICU,0
4,STF-15db5d87,Sierra Johnson,nurse,ICU,1
5,STF-15db5d87,Sierra Johnson,nurse,ICU,0
6,STF-15db5d87,Sierra Johnson,nurse,ICU,0
7,STF-15db5d87,Sierra Johnson,nurse,ICU,1
8,STF-15db5d87,Sierra Johnson,nurse,ICU,1
9,STF-15db5d87,Sierra Johnson,nurse,ICU,0
10,STF-15db5d87,Sierra Johnson,nurse,ICU,1
11,STF-15db5d87,Sierra Johnson,nurse,ICU,1
12,STF-15db5d87,Sierra Johnson,nurse,ICU,0
13,STF-15db5d87,Sierra Johnson,nurse,ICU,0
14,STF-15db5d87,Sierra Johnson,nurse,ICU,1
15,STF-15db5d87,Sierra Johnson,nurse,ICU,0
16,STF-15db5d87,Sierra Johnson,nurse,ICU,1
17,STF-15db5d87,Sierra Johnson,nurse,ICU,1
18,STF-15db5d87,Sierra Johnson,nurse,ICU,0
19,STF-15db5d87,Sierra Johnson,nurse,ICU,1
20,STF-15db5d87,Sierra Johnson,nurse,ICU,1
21,STF-15db5d87,Sierra Johnson,nurse,ICU,0
22,STF-15db5d87,Sierra Johnson,nurse,ICU,1
23,STF-15db5d87,Sierra Johnson,nurse,ICU,1
24,STF-15db5d87,Sierra Johnson,nurse,ICU,0
25,STF-15db5d87,Sierra Johnson,nurse,ICU,1
26,STF-15db5d87,Sierra Johnson,nurse,ICU,0
27,STF-15db5d87,Sierra Johnson,nurse,ICU,0
28,STF-15db5d87,Sierra Johnson,nurse,ICU,1
29,STF-15db5d87,Sierra Johnson,nurse,ICU,1
30,STF-15db5d87,Sierra Johnson,nurse,ICU,0
31,STF-15db5d87,Sierra Johnson,nurse,ICU,1
32,STF-15db5d87,Sierra Johnson,nurse,ICU,1
33,STF-15db5d87,Sierra Johnson,nurse,ICU,0
34,STF-15db5d87,Sierra Johnson,nurse,ICU,1
35,STF-15db5d87,Sierra Johnson,nurse,ICU,1
36,STF-15db5d87,Sierra Johnson,nurse,ICU,0
37,STF-15db5d87,Sierra Johnson,nurse,ICU,0
38,STF-15db5d87,Sierra Johnson,nurse,ICU,1
39,STF-15db5d87,Sierra Johnson,nurse,ICU,0
40,STF-15db5d87,Sierra Johnson,nurse,ICU,0
41,STF-15db5d87,Sierra Johnson,nurse,ICU,1
42,STF-15db5d87,Sierra Johnson,nurse,ICU,0
43,STF-15db5d87,Sierra Johnson,nurse,ICU,1
44,STF-15db5d87,Sierra Johnson,nurse,ICU,1
45,STF-15db5d87,Sierra Johnson,nurse,ICU,0
46,STF-15db5d87,Sierra Johnson,nurse,ICU,1
47,STF-15db5d87,Sierra Johnson,nurse,ICU,1
48,STF-15db5d87,Sierra Johnson,nurse,ICU,0
49,STF-15db5d87,Sierra Johnson,nurse,ICU,1
50,STF-15db5d87,Sierra Johnson,nurse,ICU,1
51,STF-15db5d87,Sierra Johnson,nurse,ICU,0
52,STF-15db5d87,Sierra Johnson,nurse,ICU,1
1,STF-188cd855,Evelyn Galvan,nurse,ICU,1
2,STF-188cd855,Evelyn Galvan,nurse,ICU,1
3,STF-188cd855,Evelyn Galvan,nurse,ICU,0
4,STF-188cd855,Evelyn Galvan,nurse,ICU,1
5,STF-188cd855,Evelyn Galvan,nurse,ICU,0
6,STF-188cd855,Evelyn Galvan,nurse,ICU,0
7,STF-188cd855,Evelyn Galvan,nurse,ICU,0
8,STF-188cd855,Evelyn Galvan,nurse,ICU,0
9,STF-188cd855,Evelyn Galvan,nurse,ICU,0
10,STF-188cd855,Evelyn Galvan,nurse,ICU,1
11,STF-188cd855,Evelyn Galvan,nurse,ICU,1
12,STF-188cd855,Evelyn Galvan,nurse,ICU,0
13,STF-188cd855,Evelyn Galvan,nurse,ICU,1
14,STF-188cd855,Evelyn Galvan,nurse,ICU,1
15,STF-188cd855,Evelyn Galvan,nurse,ICU,0
16,STF-188cd855,Evelyn Galvan,nurse,ICU,1
17,STF-188cd855,Evelyn Galvan,nurse,ICU,1
18,STF-188cd855,Evelyn Galvan,nurse,ICU,0
19,STF-188cd855,Evelyn Galvan,nurse,ICU,1
20,STF-188cd855,Evelyn Galvan,nurse,ICU,1
21,STF-188cd855,Evelyn Galvan,nurse,ICU,0
22,STF-188cd855,Evelyn Galvan,nurse,ICU,1
23,STF-188cd855,Evelyn Galvan,nurse,ICU,1
24,STF-188cd855,Evelyn Galvan,nurse,ICU,0
25,STF-188cd855,Evelyn Galvan,nurse,ICU,1
26,STF-188cd855,Evelyn Galvan,nurse,ICU,1
27,STF-188cd855,Evelyn Galvan,nurse,ICU,0
28,STF-188cd855,Evelyn Galvan,nurse,ICU,1
29,STF-188cd855,Evelyn Galvan,nurse,ICU,1
30,STF-188cd855,Evelyn Galvan,nurse,ICU,0
31,STF-188cd855,Evelyn Galvan,nurse,ICU,1
32,STF-188cd855,Evelyn Galvan,nurse,ICU,1
33,STF-188cd855,Evelyn Galvan,nurse,ICU,0
34,STF-188cd855,Evelyn Galvan,nurse,ICU,1
35,STF-188cd855,Evelyn Galvan,nurse,ICU,1
36,STF-188cd855,Evelyn Galvan,nurse,ICU,0
37,STF-188cd855,Evelyn Galvan,nurse,ICU,1
38,STF-188cd855,Evelyn Galvan,nurse,ICU,1
39,STF-188cd855,Evelyn Galvan,nurse,ICU,0
40,STF-188cd855,Evelyn Galvan,nurse,ICU,0
41,STF-188cd855,Evelyn Galvan,nurse,ICU,1
42,STF-188cd855,Evelyn Galvan,nurse,ICU,0
43,STF-188cd855,Evelyn Galvan,nurse,ICU,1
44,STF-188cd855,Evelyn Galvan,nurse,ICU,1
45,STF-188cd855,Evelyn Galvan,nurse,ICU,0
46,STF-188cd855,Evelyn Galvan,nurse,ICU,1
47,STF-188cd855,Evelyn Galvan,nurse,ICU,1
48,STF-188cd855,Evelyn Galvan,nurse,ICU,0
49,STF-188cd855,Evelyn Galvan,nurse,ICU,1
50,STF-188cd855,Evelyn Galvan,nurse,ICU,1
51,STF-188cd855,Evelyn Galvan,nurse,ICU,0
52,STF-188cd855,Evelyn Galvan,nurse,ICU,1
1,STF-d962d308,Sharon Cochran,nurse,ICU,1
2,STF-d962d308,Sharon Cochran,nurse,ICU,1
3,STF-d962d308,Sharon Cochran,nurse,ICU,0
4,STF-d962d308,Sharon Cochran,nurse,ICU,1
5,STF-d962d308,Sharon Cochran,nurse,ICU,1
6,STF-d962d308,Sharon Cochran,nurse,ICU,0
7,STF-d962d308,Sharon Cochran,nurse,ICU,1
8,STF-d962d308,Sharon Cochran,nurse,ICU,1
9,STF-d962d308,Sharon Cochran,nurse,ICU,0
10,STF-d962d308,Sharon Cochran,nurse,ICU,1
11,STF-d962d308,Sharon Cochran,nurse,ICU,1
12,STF-d962d308,Sharon Cochran,nurse,ICU,0
13,STF-d962d308,Sharon Cochran,nurse,ICU,1
14,STF-d962d308,Sharon Cochran,nurse,ICU,1
15,STF-d962d308,Sharon Cochran,nurse,ICU,0
16,STF-d962d308,Sharon Cochran,nurse,ICU,1
17,STF-d962d308,Sharon Cochran,nurse,ICU,1
18,STF-d962d308,Sharon Cochran,nurse,ICU,0
19,STF-d962d308,Sharon Cochran,nurse,ICU,1
20,STF-d962d308,Sharon Cochran,nurse,ICU,1
21,STF-d962d308,Sharon Cochran,nurse,ICU,0
22,STF-d962d308,Sharon Cochran,nurse,ICU,1
23,STF-d962d308,Sharon Cochran,nurse,ICU,1
24,STF-d962d308,Sharon Cochran,nurse,ICU,0
25,STF-d962d308,Sharon Cochran,nurse,ICU,0
26,STF-d962d308,Sharon Cochran,nurse,ICU,1
27,STF-d962d308,Sharon Cochran,nurse,ICU,0
28,STF-d962d308,Sharon Cochran,nurse,ICU,1
29,STF-d962d308,Sharon Cochran,nurse,ICU,1
30,STF-d962d308,Sharon Cochran,nurse,ICU,0
31,STF-d962d308,Sharon Cochran,nurse,ICU,1
32,STF-d962d308,Sharon Cochran,nurse,ICU,1
33,STF-d962d308,Sharon Cochran,nurse,ICU,0
34,STF-d962d308,Sharon Cochran,nurse,ICU,1
35,STF-d962d308,Sharon Cochran,nurse,ICU,1
36,STF-d962d308,Sharon Cochran,nurse,ICU,0
37,STF-d962d308,Sharon Cochran,nurse,ICU,1
38,STF-d962d308,Sharon Cochran,nurse,ICU,1
39,STF-d962d308,Sharon Cochran,nurse,ICU,0
40,STF-d962d308,Sharon Cochran,nurse,ICU,0
41,STF-d962d308,Sharon Cochran,nurse,ICU,0
42,STF-d962d308,Sharon Cochran,nurse,ICU,0
43,STF-d962d308,Sharon Cochran,nurse,ICU,1
44,STF-d962d308,Sharon Cochran,nurse,ICU,1
45,STF-d962d308,Sharon Cochran,nurse,ICU,0
46,STF-d962d308,Sharon Cochran,nurse,ICU,1
47,STF-d962d308,Sharon Cochran,nurse,ICU,1
48,STF-d962d308,Sharon Cochran,nurse,ICU,0
49,STF-d962d308,Sharon Cochran,nurse,ICU,1
50,STF-d962d308,Sharon Cochran,nurse,ICU,1
51,STF-d962d308,Sharon Cochran,nurse,ICU,0
52,STF-d962d308,Sharon Cochran,nurse,ICU,1
1,STF-052894a3,Richard Rodriguez,nurse,ICU,0
2,STF-052894a3,Richard Rodriguez,nurse,ICU,1
3,STF-052894a3,Richard Rodriguez,nurse,ICU,0
4,STF-052894a3,Richard Rodriguez,nurse,ICU,0
5,STF-052894a3,Richard Rodriguez,nurse,ICU,1
6,STF-052894a3,Richard Rodriguez,nurse,ICU,0
7,STF-052894a3,Richard Rodriguez,nurse,ICU,1
8,STF-052894a3,Richard Rodriguez,nurse,ICU,1
9,STF-052894a3,Richard Rodriguez,nurse,ICU,0
10,STF-052894a3,Richard Rodriguez,nurse,ICU,1
11,STF-052894a3,Richard Rodriguez,nurse,ICU,0
12,STF-052894a3,Richard Rodriguez,nurse,ICU,0
13,STF-052894a3,Richard Rodriguez,nurse,ICU,1
14,STF-052894a3,Richard Rodriguez,nurse,ICU,1
15,STF-052894a3,Richard Rodriguez,nurse,ICU,0
16,STF-052894a3,Richard Rodriguez,nurse,ICU,1
17,STF-052894a3,Richard Rodriguez,nurse,ICU,1
18,STF-052894a3,Richard Rodriguez,nurse,ICU,0
19,STF-052894a3,Richard Rodriguez,nurse,ICU,1
20,STF-052894a3,Richard Rodriguez,nurse,ICU,0
21,STF-052894a3,Richard Rodriguez,nurse,ICU,0
22,STF-052894a3,Richard Rodriguez,nurse,ICU,1
23,STF-052894a3,Richard Rodriguez,nurse,ICU,1
24,STF-052894a3,Richard Rodriguez,nurse,ICU,0
25,STF-052894a3,Richard Rodriguez,nurse,ICU,1
26,STF-052894a3,Richard Rodriguez,nurse,ICU,1
27,STF-052894a3,Richard Rodriguez,nurse,ICU,0
28,STF-052894a3,Richard Rodriguez,nurse,ICU,0
29,STF-052894a3,Richard Rodriguez,nurse,ICU,1
30,STF-052894a3,Richard Rodriguez,nurse,ICU,0
31,STF-052894a3,Richard Rodriguez,nurse,ICU,1
32,STF-052894a3,Richard Rodriguez,nurse,ICU,1
33,STF-052894a3,Richard Rodriguez,nurse,ICU,0
34,STF-052894a3,Richard Rodriguez,nurse,ICU,1
35,STF-052894a3,Richard Rodriguez,nurse,ICU,1
36,STF-052894a3,Richard Rodriguez,nurse,ICU,0
37,STF-052894a3,Richard Rodriguez,nurse,ICU,1
38,STF-052894a3,Richard Rodriguez,nurse,ICU,1
39,STF-052894a3,Richard Rodriguez,nurse,ICU,0
40,STF-052894a3,Richard Rodriguez,nurse,ICU,1
41,STF-052894a3,Richard Rodriguez,nurse,ICU,1
42,STF-052894a3,Richard Rodriguez,nurse,ICU,0
43,STF-052894a3,Richard Rodriguez,nurse,ICU,1
44,STF-052894a3,Richard Rodriguez,nurse,ICU,1
45,STF-052894a3,Richard Rodriguez,nurse,ICU,0
46,STF-052894a3,Richard Rodriguez,nurse,ICU,1
47,STF-052894a3,Richard Rodriguez,nurse,ICU,1
48,STF-052894a3,Richard Rodriguez,nurse,ICU,0
49,STF-052894a3,Richard Rodriguez,nurse,ICU,0
50,STF-052894a3,Richard Rodriguez,nurse,ICU,1
51,STF-052894a3,Richard Rodriguez,nurse,ICU,0
52,STF-052894a3,Richard Rodriguez,nurse,ICU,1
1,STF-e573be71,Shannon Walker,nurse,ICU,1
2,STF-e573be71,Shannon Walker,nurse,ICU,1
3,STF-e573be71,Shannon Walker,nurse,ICU,0
4,STF-e573be71,Shannon Walker,nurse,ICU,1
5,STF-e573be71,Shannon Walker,nurse,ICU,1
6,STF-e573be71,Shannon Walker,nurse,ICU,0
7,STF-e573be71,Shannon Walker,nurse,ICU,1
8,STF-e573be71,Shannon Walker,nurse,ICU,1
9,STF-e573be71,Shannon Walker,nurse,ICU,0
10,STF-e573be71,Shannon Walker,nurse,ICU,1
11,STF-e573be71,Shannon Walker,nurse,ICU,1
12,STF-e573be71,Shannon Walker,nurse,ICU,0
13,STF-e573be71,Shannon Walker,nurse,ICU,0
14,STF-e573be71,Shannon Walker,nurse,ICU,1
15,STF-e573be71,Shannon Walker,nurse,ICU,0
16,STF-e573be71,Shannon Walker,nurse,ICU,1
17,STF-e573be71,Shannon Walker,nurse,ICU,1
18,STF-e573be71,Shannon Walker,nurse,ICU,0
19,STF-e573be71,Shannon Walker,nurse,ICU,1
20,STF-e573be71,Shannon Walker,nurse,ICU,1
21,STF-e573be71,Shannon Walker,nurse,ICU,0
22,STF-e573be71,Shannon Walker,nurse,ICU,1
23,STF-e573be71,Shannon Walker,nurse,ICU,1
24,STF-e573be71,Shannon Walker,nurse,ICU,0
25,STF-e573be71,Shannon Walker,nurse,ICU,0
26,STF-e573be71,Shannon Walker,nurse,ICU,1
27,STF-e573be71,Shannon Walker,nurse,ICU,0
28,STF-e573be71,Shannon Walker,nurse,ICU,1
29,STF-e573be71,Shannon Walker,nurse,ICU,1
30,STF-e573be71,Shannon Walker,nurse,ICU,0
31,STF-e573be71,Shannon Walker,nurse,ICU,0
32,STF-e573be71,Shannon Walker,nurse,ICU,1
33,STF-e573be71,Shannon Walker,nurse,ICU,0
34,STF-e573be71,Shannon Walker,nurse,ICU,1
35,STF-e573be71,Shannon Walker,nurse,ICU,1
36,STF-e573be71,Shannon Walker,nurse,ICU,0
37,STF-e573be71,Shannon Walker,nurse,ICU,1
38,STF-e573be71,Shannon Walker,nurse,ICU,1
39,STF-e573be71,Shannon Walker,nurse,ICU,0
40,STF-e573be71,Shannon Walker,nurse,ICU,1
41,STF-e573be71,Shannon Walker,nurse,ICU,1
42,STF-e573be71,Shannon Walker,nurse,ICU,0
43,STF-e573be71,Shannon Walker,nurse,ICU,1
44,STF-e573be71,Shannon Walker,nurse,ICU,1
45,STF-e573be71,Shannon Walker,nurse,ICU,0
46,STF-e573be71,Shannon Walker,nurse,ICU,0
47,STF-e573be71,Shannon Walker,nurse,ICU,1
48,STF-e573be71,Shannon Walker,nurse,ICU,0
49,STF-e573be71,Shannon Walker,nurse,ICU,1
50,STF-e573be71,Shannon Walker,nurse,ICU,1
51,STF-e573be71,Shannon Walker,nurse,ICU,0
52,STF-e573be71,Shannon Walker,nurse,ICU,1
1,STF-97ee23c3,Julia Torres,nurse,ICU,1
2,STF-97ee23c3,Julia Torres,nurse,ICU,1
3,STF-97ee23c3,Julia Torres,nurse,ICU,0
4,STF-97ee23c3,Julia Torres,nurse,ICU,1
5,STF-97ee23c3,Julia Torres,nurse,ICU,1
6,STF-97ee23c3,Julia Torres,nurse,ICU,0
7,STF-97ee23c3,Julia Torres,nurse,ICU,1
8,STF-97ee23c3,Julia Torres,nurse,ICU,1
9,STF-97ee23c3,Julia Torres,nurse,ICU,0
10,STF-97ee23c3,Julia Torres,nurse,ICU,0
11,STF-97ee23c3,Julia Torres,nurse,ICU,1
12,STF-97ee23c3,Julia Torres,nurse,ICU,0
13,STF-97ee23c3,Julia Torres,nurse,ICU,1
14,STF-97ee23c3,Julia Torres,nurse,ICU,1
15,STF-97ee23c3,Julia Torres,nurse,ICU,0
16,STF-97ee23c3,Julia Torres,nurse,ICU,0
17,STF-97ee23c3,Julia Torres,nurse,ICU,1
18,STF-97ee23c3,Julia Torres,nurse,ICU,0
19,STF-97ee23c3,Julia Torres,nurse,ICU,1
20,STF-97ee23c3,Julia Torres,nurse,ICU,1
21,STF-97ee23c3,Julia Torres,nurse,ICU,0
22,STF-97ee23c3,Julia Torres,nurse,ICU,1
23,STF-97ee23c3,Julia Torres,nurse,ICU,1
24,STF-97ee23c3,Julia Torres,nurse,ICU,0
25,STF-97ee23c3,Julia Torres,nurse,ICU,1
26,STF-97ee23c3,Julia Torres,nurse,ICU,1
27,STF-97ee23c3,Julia Torres,nurse,ICU,0
28,STF-97ee23c3,Julia Torres,nurse,ICU,1
29,STF-97ee23c3,Julia Torres,nurse,ICU,1
30,STF-97ee23c3,Julia Torres,nurse,ICU,0
31,STF-97ee23c3,Julia Torres,nurse,ICU,1
32,STF-97ee23c3,Julia Torres,nurse,ICU,1
33,STF-97ee23c3,Julia Torres,nurse,ICU,0
34,STF-97ee23c3,Julia Torres,nurse,ICU,1
35,STF-97ee23c3,Julia Torres,nurse,ICU,1
36,STF-97ee23c3,Julia Torres,nurse,ICU,0
37,STF-97ee23c3,Julia Torres,nurse,ICU,0
38,STF-97ee23c3,Julia Torres,nurse,ICU,1
39,STF-97ee23c3,Julia Torres,nurse,ICU,0
40,STF-97ee23c3,Julia Torres,nurse,ICU,1
41,STF-97ee23c3,Julia Torres,nurse,ICU,1
42,STF-97ee23c3,Julia Torres,nurse,ICU,0
43,STF-97ee23c3,Julia Torres,nurse,ICU,1
44,STF-97ee23c3,Julia Torres,nurse,ICU,1
45,STF-97ee23c3,Julia Torres,nurse,ICU,0
46,STF-97ee23c3,Julia Torres,nurse,ICU,1
47,STF-97ee23c3,Julia Torres,nurse,ICU,1
48,STF-97ee23c3,Julia Torres,nurse,ICU,0
49,STF-97ee23c3,Julia Torres,nurse,ICU,1
50,STF-97ee23c3,Julia Torres,nurse,ICU,1
51,STF-97ee23c3,Julia Torres,nurse,ICU,0
52,STF-97ee23c3,Julia Torres,nurse,ICU,1
